Campaign_ID,Date,Channel,Campaign_Type,Target_Audience,Location,Impressions,Clicks,Conversions,CTR_Pct,CVR_Pct,Spend,Revenue,CPC,ROAS
CAMP-0385,2023-07-31,Google Search,Conversion,55+,Bangalore,5885,440,17,7.4834,4.0277,17525.93,76354.78,39.83,4.3567
CAMP-0386,2023-04-03,LinkedIn,Conversion,25-34,Bangalore,9381,210,11,2.2424,5.6297,14587.78,45613.48,69.47,3.1268
CAMP-0387,2023-04-18,Google Search,Brand Awareness,45-54,Bangalore,7762,489,25,6.3051,5.213,17249.3,93998.01,35.27,5.4494
CAMP-0388,2023-08-08,Meta Ads,Conversion,45-54,Hyderabad,46286,817,15,1.7666,1.9019,8491.06,20669.55,10.39,2.4343
CAMP-0389,2023-01-10,Google Search,Retargeting,55+,Delhi,5067,329,14,6.5067,4.3709,10941.73,47715.51,33.26,4.3609
CAMP-0390,2023-10-29,Meta Ads,Brand Awareness,45-54,Chennai,35061,467,18,1.334,4.0244,5407.13,12406.16,11.58,2.2944
CAMP-0391,2023-03-10,LinkedIn,Retargeting,45-54,Pune,5807,289,12,4.9884,4.4646,17341.34,49071.95,60.0,2.8298
CAMP-0392,2023-03-09,YouTube,Brand Awareness,25-34,Delhi,33840,417,11,1.2341,2.8332,2789.67,5718.51,6.69,2.0499
CAMP-0393,2023-10-01,Google Search,Conversion,35-44,Kolkata,5796,369,21,6.3757,5.7638,7519.66,42037.16,20.38,5.5903
CAMP-0394,2023-07-14,Google Search,Brand Awareness,45-54,Hyderabad,7024,434,28,6.1891,6.6348,9274.06,48577.34,21.37,5.238
CAMP-0395,2023-02-21,Google Search,Retargeting,45-54,Pune,13524,687,49,5.0799,7.2254,14439.09,80521.49,21.02,5.5766
CAMP-0396,2023-02-24,Google Search,Brand Awareness,35-44,Mumbai,13154,630,41,4.7946,6.5986,14985.1,72046.34,23.79,4.8079
CAMP-0397,2023-03-24,Meta Ads,Retargeting,45-54,Bangalore,17582,368,15,2.0963,4.258,5983.11,15658.57,16.26,2.6171
CAMP-0398,2023-02-15,Meta Ads,Brand Awareness,18-24,Pune,22237,593,19,2.6705,3.2057,5805.31,11338.59,9.79,1.9531
CAMP-0399,2023-11-26,LinkedIn,Brand Awareness,18-24,Bangalore,4893,164,9,3.3703,5.5273,6652.66,17297.98,40.57,2.6002
CAMP-0400,2023-12-13,Meta Ads,Brand Awareness,35-44,Bangalore,35493,657,16,1.852,2.5825,11967.22,39653.34,18.21,3.3135
CAMP-0401,2023-07-03,Google Search,Lead Generation,25-34,Bangalore,12171,951,78,7.8204,8.244,32455.25,143827.24,34.13,4.4316
CAMP-0402,2023-07-24,Email,Lead Generation,18-24,Hyderabad,5739,891,84,15.5338,9.4857,6329.69,46837.79,7.1,7.3997
CAMP-0403,2023-01-31,Meta Ads,Brand Awareness,25-34,Pune,25446,307,18,1.2074,6.1538,4234.17,11716.81,13.79,2.7672
CAMP-0404,2023-07-03,YouTube,Lead Generation,55+,Hyderabad,60065,317,5,0.5288,1.6582,4243.16,12560.46,13.39,2.9602
CAMP-0405,2023-07-30,Meta Ads,Conversion,45-54,Mumbai,43880,479,12,1.0919,2.5064,5638.24,16902.12,11.77,2.9978
CAMP-0406,2023-09-25,LinkedIn,Lead Generation,35-44,Chennai,8638,354,13,4.1017,3.7191,19989.86,59912.69,56.47,2.9972
CAMP-0407,2023-10-13,Email,Conversion,25-34,Kolkata,7020,892,167,12.7094,18.7642,2623.88,19801.21,2.94,7.5465
CAMP-0408,2023-09-09,YouTube,Lead Generation,18-24,Kolkata,41013,303,7,0.7409,2.3522,1667.56,3058.4,5.5,1.8341
CAMP-0409,2023-08-24,YouTube,Conversion,25-34,Mumbai,49110,639,15,1.3013,2.4651,8668.61,18816.1,13.57,2.1706
CAMP-0410,2023-07-26,Google Search,Conversion,18-24,Mumbai,11755,487,30,4.1433,6.1964,17614.79,96519.51,36.17,5.4795
CAMP-0411,2023-04-16,LinkedIn,Retargeting,55+,Chennai,8362,335,15,4.0144,4.761,14918.79,38916.42,44.53,2.6086
CAMP-0412,2023-11-14,Meta Ads,Conversion,35-44,Chennai,46007,1119,38,2.4333,3.3989,15028.61,29540.88,13.43,1.9656
CAMP-0413,2023-11-21,Meta Ads,Brand Awareness,35-44,Bangalore,34135,715,24,2.0954,3.4338,6632.24,22050.15,9.28,3.3247
CAMP-0414,2023-05-11,YouTube,Lead Generation,45-54,Mumbai,60032,417,4,0.6959,1.1173,5638.65,10281.43,13.52,1.8234
CAMP-0415,2023-08-01,Meta Ads,Retargeting,18-24,Kolkata,18047,514,18,2.8533,3.6099,7743.79,24103.68,15.07,3.1126
CAMP-0416,2023-03-10,YouTube,Conversion,55+,Chennai,52691,265,4,0.5043,1.7307,2791.05,5998.57,10.53,2.1492
CAMP-0417,2023-04-01,LinkedIn,Conversion,55+,Kolkata,8667,323,13,3.7357,4.1454,11348.69,37164.82,35.14,3.2748
CAMP-0418,2023-08-03,LinkedIn,Retargeting,55+,Hyderabad,7988,379,16,4.7477,4.2346,15517.71,68699.81,40.94,4.4272
CAMP-0419,2023-07-31,Email,Conversion,25-34,Delhi,6935,1463,294,21.1002,20.1295,5549.86,39428.89,3.79,7.1045
CAMP-0420,2023-11-16,Email,Lead Generation,25-34,Delhi,7852,1238,184,15.7775,14.8888,7470.39,59344.83,6.03,7.944
CAMP-0421,2023-06-30,Meta Ads,Retargeting,18-24,Kolkata,46481,1006,38,2.1656,3.8624,16620.61,48967.87,16.52,2.9462
CAMP-0422,2023-01-07,LinkedIn,Retargeting,45-54,Kolkata,7282,168,6,2.3194,4.0711,5396.6,14102.45,32.12,2.6132
CAMP-0423,2023-05-09,Email,Lead Generation,35-44,Pune,3199,732,120,22.912,16.3965,2760.26,20041.65,3.77,7.2608
CAMP-0424,2023-11-12,Google Search,Retargeting,45-54,Mumbai,14205,1059,83,7.4594,7.8409,32138.48,131574.57,30.35,4.094
CAMP-0425,2023-08-02,Email,Brand Awareness,45-54,Hyderabad,7612,1222,148,16.0645,12.1691,2539.06,14609.81,2.08,5.754
CAMP-0426,2023-12-27,LinkedIn,Conversion,25-34,Pune,8812,347,27,3.9429,7.8266,17997.02,66710.88,51.86,3.7068
CAMP-0427,2023-12-16,Meta Ads,Retargeting,45-54,Delhi,19880,273,6,1.374,2.2692,3867.36,9441.14,14.17,2.4412
CAMP-0428,2023-03-08,YouTube,Retargeting,55+,Bangalore,30546,331,3,1.084,1.057,2749.16,7050.31,8.31,2.5645
CAMP-0429,2023-11-02,Meta Ads,Brand Awareness,25-34,Bangalore,18332,466,23,2.5473,5.0389,8442.84,19519.54,18.12,2.312
CAMP-0430,2023-12-29,LinkedIn,Retargeting,18-24,Kolkata,5603,200,10,3.5762,5.4624,10164.85,41396.52,50.82,4.0725
CAMP-0431,2023-07-26,Meta Ads,Conversion,55+,Chennai,21025,357,11,1.6988,3.2551,5697.72,13462.65,15.96,2.3628
CAMP-0432,2023-09-01,Email,Lead Generation,55+,Chennai,6598,1498,186,22.7079,12.4679,3075.13,21546.87,2.05,7.0068
CAMP-0433,2023-05-05,YouTube,Lead Generation,55+,Chennai,22613,267,3,1.1826,1.1493,3780.54,11029.66,14.16,2.9175
CAMP-0434,2023-05-25,YouTube,Retargeting,55+,Pune,21619,305,5,1.4113,1.851,2668.62,7216.55,8.75,2.7042
CAMP-0435,2023-11-30,YouTube,Conversion,18-24,Bangalore,32616,267,2,0.8203,0.9318,1591.2,4705.88,5.96,2.9574
CAMP-0436,2023-12-10,LinkedIn,Brand Awareness,18-24,Delhi,8156,352,18,4.3207,5.1678,16532.87,44768.59,46.97,2.7079
CAMP-0437,2023-12-18,LinkedIn,Conversion,18-24,Pune,4259,88,4,2.0713,4.694,2773.36,7339.69,31.52,2.6465
CAMP-0438,2023-10-22,Meta Ads,Retargeting,55+,Mumbai,29918,844,19,2.822,2.256,11321.0,28161.69,13.41,2.4876
CAMP-0439,2023-03-02,Email,Brand Awareness,45-54,Pune,6381,770,105,12.0767,13.6826,1832.16,13260.9,2.38,7.2379
CAMP-0440,2023-02-24,Google Search,Brand Awareness,35-44,Chennai,9748,696,49,7.1476,7.1574,13852.57,74986.53,19.9,5.4132
CAMP-0441,2023-12-05,YouTube,Conversion,45-54,Kolkata,22019,214,3,0.974,1.8602,1361.86,2841.51,6.36,2.0865
CAMP-0442,2023-12-13,LinkedIn,Retargeting,25-34,Bangalore,9512,437,31,4.6014,7.2693,29845.21,75278.59,68.3,2.5223
CAMP-0443,2023-01-03,LinkedIn,Lead Generation,18-24,Mumbai,7691,291,11,3.79,4.1189,19752.84,61419.13,67.88,3.1094
CAMP-0444,2023-09-20,Email,Lead Generation,45-54,Pune,3166,446,40,14.0924,9.1871,3125.79,17451.22,7.01,5.583
CAMP-0445,2023-11-27,Meta Ads,Brand Awareness,55+,Hyderabad,19793,312,4,1.5813,1.5415,2863.67,8686.95,9.18,3.0335
CAMP-0446,2023-12-10,YouTube,Retargeting,35-44,Delhi,62957,462,7,0.7345,1.7273,2632.52,4712.86,5.7,1.7902
CAMP-0447,2023-12-04,YouTube,Conversion,35-44,Chennai,40032,477,6,1.1935,1.4353,5088.93,13798.89,10.67,2.7116
CAMP-0448,2023-05-07,YouTube,Lead Generation,18-24,Bangalore,71489,515,10,0.7215,1.9837,4821.04,13306.87,9.36,2.7602
CAMP-0449,2023-08-17,Meta Ads,Retargeting,45-54,Hyderabad,38510,981,30,2.5495,3.1148,9129.18,26451.23,9.31,2.8974
CAMP-0450,2023-04-11,Google Search,Retargeting,25-34,Chennai,9312,645,68,6.9342,10.573,21932.17,125677.1,34.0,5.7303
CAMP-0451,2023-07-27,LinkedIn,Brand Awareness,55+,Chennai,9301,350,16,3.7701,4.6377,18222.32,65362.34,52.06,3.5869
CAMP-0452,2023-07-20,LinkedIn,Conversion,25-34,Bangalore,4829,225,15,4.6743,6.9659,14464.48,40034.25,64.29,2.7678
CAMP-0453,2023-09-15,LinkedIn,Brand Awareness,45-54,Bangalore,3086,123,7,3.988,5.7527,7658.18,28550.25,62.26,3.7281
CAMP-0454,2023-04-02,Meta Ads,Lead Generation,45-54,Delhi,24581,607,18,2.4718,3.1055,7469.47,16223.63,12.31,2.172
CAMP-0455,2023-07-09,YouTube,Lead Generation,18-24,Bangalore,35336,191,2,0.5428,1.1308,2688.76,5490.12,14.08,2.0419
CAMP-0456,2023-11-29,YouTube,Conversion,18-24,Mumbai,41238,248,5,0.6032,2.3495,2811.25,5370.17,11.34,1.9102
CAMP-0457,2023-07-13,Email,Lead Generation,45-54,Pune,4992,980,149,19.6398,15.284,2417.68,13913.17,2.47,5.7548
CAMP-0458,2023-06-26,Meta Ads,Conversion,35-44,Kolkata,46906,1212,62,2.5853,5.1277,9791.96,32308.16,8.08,3.2995
CAMP-0459,2023-09-21,YouTube,Lead Generation,25-34,Mumbai,62170,485,8,0.7808,1.6906,3188.18,7661.29,6.57,2.403
CAMP-0460,2023-06-19,Google Search,Lead Generation,45-54,Kolkata,6856,406,27,5.9261,6.6547,9190.01,35869.67,22.64,3.9031
CAMP-0461,2023-03-07,YouTube,Brand Awareness,25-34,Mumbai,57584,629,10,1.0923,1.6503,6369.52,18065.21,10.13,2.8362
CAMP-0462,2023-04-03,Meta Ads,Brand Awareness,25-34,Bangalore,48858,1424,70,2.9165,4.9375,21022.88,38506.64,14.76,1.8317
CAMP-0463,2023-11-07,Email,Brand Awareness,25-34,Hyderabad,5861,1364,172,23.2749,12.6174,9523.7,64785.12,6.98,6.8025
CAMP-0464,2023-09-19,LinkedIn,Lead Generation,55+,Pune,5166,129,5,2.5032,4.0197,8629.34,31868.73,66.89,3.6931
CAMP-0465,2023-03-09,Google Search,Lead Generation,45-54,Hyderabad,6778,275,18,4.0663,6.8522,10451.5,54461.93,38.01,5.2109
CAMP-0466,2023-11-11,Meta Ads,Brand Awareness,25-34,Hyderabad,17558,483,22,2.7555,4.6726,8224.81,16107.66,17.03,1.9584
CAMP-0467,2023-08-04,Meta Ads,Brand Awareness,45-54,Chennai,39273,1079,39,2.7496,3.6836,14186.13,48166.41,13.15,3.3953
CAMP-0468,2023-12-23,YouTube,Conversion,35-44,Chennai,57756,345,4,0.5977,1.3945,3371.14,6232.46,9.77,1.8488
CAMP-0469,2023-07-29,Google Search,Retargeting,55+,Chennai,9223,438,26,4.7561,5.982,15490.88,76601.9,35.37,4.945
CAMP-0470,2023-04-16,Google Search,Brand Awareness,45-54,Pune,10175,573,28,5.6354,4.9796,15685.06,77851.63,27.37,4.9634
CAMP-0471,2023-11-10,Email,Conversion,55+,Bangalore,4257,1059,88,24.8934,8.3822,3412.27,22713.14,3.22,6.6563
CAMP-0472,2023-10-14,LinkedIn,Conversion,25-34,Bangalore,7545,260,23,3.4513,9.0402,13807.57,55898.41,53.11,4.0484
CAMP-0473,2023-04-28,YouTube,Lead Generation,18-24,Pune,49268,632,14,1.2831,2.3188,3793.76,8583.44,6.0,2.2625
CAMP-0474,2023-11-22,Email,Brand Awareness,25-34,Hyderabad,2043,458,96,22.4568,21.1023,2212.15,15044.25,4.83,6.8007
CAMP-0475,2023-07-09,Google Search,Brand Awareness,35-44,Delhi,6311,406,38,6.4361,9.4847,15620.88,70319.14,38.48,4.5016
CAMP-0476,2023-03-31,LinkedIn,Retargeting,55+,Mumbai,8245,287,6,3.4831,2.13,18374.52,80140.78,64.02,4.3615
CAMP-0477,2023-11-03,LinkedIn,Retargeting,25-34,Mumbai,7182,254,12,3.5474,5.1047,9341.95,24028.64,36.78,2.5721
CAMP-0478,2023-05-22,Meta Ads,Brand Awareness,25-34,Mumbai,41177,702,29,1.7063,4.1411,10553.14,28284.13,15.03,2.6802
CAMP-0479,2023-10-14,Google Search,Brand Awareness,55+,Bangalore,14550,784,53,5.3924,6.8715,18881.21,94706.42,24.08,5.0159
CAMP-0480,2023-01-03,Meta Ads,Conversion,45-54,Chennai,32111,433,13,1.3501,3.1668,6366.65,16905.92,14.7,2.6554
CAMP-0481,2023-10-03,Email,Brand Awareness,55+,Bangalore,6709,1023,88,15.2518,8.6994,4360.52,28129.23,4.26,6.4509
CAMP-0482,2023-08-24,Meta Ads,Retargeting,45-54,Pune,16792,329,8,1.9639,2.4961,4142.79,13011.32,12.59,3.1407
CAMP-0483,2023-06-30,Meta Ads,Lead Generation,35-44,Hyderabad,48849,1011,45,2.0713,4.5127,11282.96,25819.84,11.16,2.2884
CAMP-0484,2023-04-02,YouTube,Retargeting,18-24,Chennai,51231,416,4,0.8139,1.1497,4466.64,7924.61,10.74,1.7742
CAMP-0485,2023-05-04,Meta Ads,Conversion,25-34,Delhi,32393,457,15,1.4136,3.3908,5025.33,14330.31,11.0,2.8516
CAMP-0486,2023-12-13,Meta Ads,Brand Awareness,18-24,Mumbai,47287,1053,36,2.2277,3.4342,15266.06,28575.73,14.5,1.8718
CAMP-0487,2023-09-10,YouTube,Retargeting,55+,Bangalore,78859,1171,22,1.4854,1.9558,16028.28,35842.57,13.69,2.2362
CAMP-0488,2023-10-23,LinkedIn,Retargeting,45-54,Delhi,4050,87,4,2.1624,5.5774,4274.55,15309.45,49.13,3.5815
CAMP-0489,2023-12-18,LinkedIn,Retargeting,45-54,Kolkata,9356,236,14,2.5244,6.2154,13671.43,46758.22,57.93,3.4201
CAMP-0490,2023-10-25,Google Search,Brand Awareness,25-34,Hyderabad,6650,352,36,5.3017,10.4831,8347.12,40662.23,23.71,4.8714
CAMP-0491,2023-06-25,Meta Ads,Retargeting,45-54,Chennai,38981,533,15,1.3678,2.9446,6944.52,21380.32,13.03,3.0787
CAMP-0492,2023-04-03,Email,Conversion,35-44,Hyderabad,6680,915,138,13.7048,15.1348,3084.83,16348.39,3.37,5.2996
CAMP-0493,2023-07-15,Email,Lead Generation,55+,Hyderabad,3606,501,61,13.896,12.314,1451.54,10766.08,2.9,7.417
CAMP-0494,2023-11-19,Meta Ads,Conversion,45-54,Delhi,48882,1010,26,2.068,2.6525,13977.84,31123.84,13.84,2.2267
CAMP-0495,2023-12-20,LinkedIn,Brand Awareness,45-54,Mumbai,4338,94,5,2.1801,5.6297,4611.79,17339.06,49.06,3.7597
CAMP-0496,2023-07-04,YouTube,Retargeting,35-44,Bangalore,56723,599,17,1.0575,2.882,5056.4,10707.64,8.44,2.1176
CAMP-0497,2023-11-29,Email,Lead Generation,55+,Chennai,7317,1390,173,18.9997,12.4556,5153.64,30794.39,3.71,5.9753
CAMP-0498,2023-07-15,LinkedIn,Conversion,45-54,Mumbai,8027,229,11,2.8596,4.9742,8196.81,23239.19,35.79,2.8352
CAMP-0499,2023-07-27,Email,Conversion,55+,Chennai,2584,336,26,13.0285,8.0054,1303.98,9074.45,3.88,6.959
CAMP-0500,2023-07-05,Email,Conversion,35-44,Hyderabad,6808,1278,175,18.7722,13.7532,3839.0,29032.96,3.0,7.5626
CAMP-0501,2023-12-25,Meta Ads,Lead Generation,35-44,Pune,20247,287,10,1.4211,3.5103,2625.09,8905.75,9.15,3.3926
CAMP-0502,2023-07-23,YouTube,Brand Awareness,18-24,Kolkata,54339,687,6,1.265,0.9332,5238.05,9077.08,7.62,1.7329
CAMP-0503,2023-05-26,YouTube,Retargeting,25-34,Delhi,49042,552,9,1.1265,1.6413,7388.62,11399.58,13.39,1.5429
CAMP-0504,2023-10-04,Email,Retargeting,45-54,Hyderabad,4231,809,68,19.1311,8.416,6221.95,41176.01,7.69,6.6179
CAMP-0505,2023-09-26,LinkedIn,Conversion,55+,Hyderabad,8241,322,9,3.9186,2.9671,14131.53,50581.5,43.89,3.5793
CAMP-0506,2023-07-31,Google Search,Conversion,35-44,Bangalore,9256,427,23,4.6229,5.5581,12602.03,67997.2,29.51,5.3957
CAMP-0507,2023-10-01,Meta Ads,Retargeting,35-44,Hyderabad,15545,369,14,2.3755,3.8234,6297.23,14542.43,17.07,2.3093
CAMP-0508,2023-01-04,YouTube,Retargeting,55+,Delhi,55927,488,6,0.8736,1.2764,5175.51,10827.83,10.61,2.0921
CAMP-0509,2023-05-15,Meta Ads,Conversion,45-54,Delhi,20191,372,9,1.8445,2.4468,6388.9,21383.15,17.17,3.3469
CAMP-0510,2023-05-18,Email,Retargeting,55+,Kolkata,5382,777,47,14.444,6.0792,2190.94,11680.05,2.82,5.3311
CAMP-0511,2023-11-15,YouTube,Conversion,35-44,Pune,52243,359,4,0.6878,1.1427,1973.18,4543.16,5.5,2.3025
CAMP-0512,2023-03-06,Meta Ads,Brand Awareness,35-44,Bangalore,43732,1073,31,2.4542,2.9683,10524.2,27774.26,9.81,2.6391
CAMP-0513,2023-09-13,Email,Conversion,35-44,Kolkata,5042,908,158,18.0279,17.5057,3615.19,27224.69,3.98,7.5306
CAMP-0514,2023-07-20,Meta Ads,Brand Awareness,35-44,Kolkata,19678,410,11,2.0864,2.7993,7686.84,17104.26,18.75,2.2251
CAMP-0515,2023-05-08,YouTube,Brand Awareness,18-24,Kolkata,45218,574,8,1.2712,1.5087,7103.93,11012.98,12.38,1.5503
CAMP-0516,2023-04-17,YouTube,Brand Awareness,55+,Pune,50987,453,9,0.8891,2.0457,6506.06,11306.99,14.36,1.7379
CAMP-0517,2023-11-23,Google Search,Brand Awareness,35-44,Hyderabad,9895,474,49,4.7949,10.3814,17538.22,70932.82,37.0,4.0445
CAMP-0518,2023-01-08,Google Search,Lead Generation,45-54,Bangalore,7742,555,39,7.1776,7.1311,14822.82,60888.04,26.71,4.1077
CAMP-0519,2023-07-10,Google Search,Conversion,55+,Delhi,6466,322,16,4.9949,5.2497,10655.23,46308.22,33.09,4.3461
CAMP-0520,2023-03-20,Google Search,Brand Awareness,35-44,Pune,13787,987,61,7.1659,6.1921,22818.3,135864.48,23.12,5.9542
CAMP-0521,2023-12-19,Email,Conversion,25-34,Mumbai,5094,848,103,16.6562,12.1515,6268.4,40468.2,7.39,6.4559
CAMP-0522,2023-09-08,YouTube,Retargeting,55+,Pune,32437,346,5,1.0667,1.4611,2849.94,6277.26,8.24,2.2026
CAMP-0523,2023-03-21,LinkedIn,Lead Generation,18-24,Chennai,6681,192,6,2.887,3.2427,8579.43,21460.93,44.68,2.5014
CAMP-0524,2023-11-14,LinkedIn,Conversion,25-34,Mumbai,5982,258,13,4.328,5.1417,15180.76,57938.57,58.84,3.8166
CAMP-0525,2023-12-16,LinkedIn,Conversion,25-34,Chennai,7075,304,14,4.2972,4.7015,12562.85,41703.75,41.33,3.3196
CAMP-0526,2023-12-04,Email,Brand Awareness,18-24,Chennai,2546,320,44,12.5691,13.9024,982.99,5007.18,3.07,5.0938
CAMP-0527,2023-01-17,Google Search,Conversion,25-34,Mumbai,14355,942,85,6.567,9.0259,27108.89,137168.98,28.78,5.0599
CAMP-0528,2023-04-24,LinkedIn,Retargeting,18-24,Bangalore,7963,330,8,4.1535,2.4419,22057.66,84072.74,66.84,3.8115
CAMP-0529,2023-10-13,Google Search,Conversion,18-24,Bangalore,11814,861,61,7.2881,7.177,16602.32,83714.43,19.28,5.0423
CAMP-0530,2023-06-05,LinkedIn,Brand Awareness,18-24,Kolkata,3638,175,9,4.8338,5.4739,5929.83,23424.87,33.88,3.9503
CAMP-0531,2023-09-27,LinkedIn,Conversion,25-34,Delhi,8381,230,16,2.7463,7.1517,8545.86,34169.67,37.16,3.9984
CAMP-0532,2023-12-12,YouTube,Brand Awareness,55+,Bangalore,50062,602,7,1.2026,1.2979,3636.7,9777.97,6.04,2.6887
CAMP-0533,2023-12-03,LinkedIn,Conversion,55+,Bangalore,4295,154,5,3.6017,3.7798,10370.48,44644.6,67.34,4.305
CAMP-0534,2023-11-21,LinkedIn,Retargeting,35-44,Hyderabad,6527,292,13,4.4785,4.7232,11571.64,41556.68,39.63,3.5913
CAMP-0535,2023-08-18,YouTube,Retargeting,35-44,Hyderabad,46023,230,2,0.5002,1.1763,1804.31,2750.59,7.84,1.5245
CAMP-0536,2023-04-24,Meta Ads,Retargeting,18-24,Bangalore,29078,788,13,2.7114,1.6521,14076.26,41842.0,17.86,2.9725
CAMP-0537,2023-08-24,Email,Lead Generation,18-24,Mumbai,4913,689,58,14.0294,8.5199,5055.71,29068.16,7.34,5.7496
CAMP-0538,2023-07-24,Email,Retargeting,18-24,Chennai,6661,1594,195,23.9325,12.2741,10108.32,74586.39,6.34,7.3787
CAMP-0539,2023-02-18,Meta Ads,Conversion,55+,Kolkata,34686,372,11,1.0747,3.0975,4679.22,14628.21,12.58,3.1262
CAMP-0540,2023-03-03,Email,Retargeting,45-54,Hyderabad,3857,837,124,21.7198,14.8453,6337.7,43740.66,7.57,6.9017
CAMP-0541,2023-01-22,YouTube,Brand Awareness,35-44,Chennai,40926,425,6,1.0399,1.4291,4260.21,7801.28,10.02,1.8312
CAMP-0542,2023-11-01,Google Search,Conversion,45-54,Kolkata,14424,868,47,6.0189,5.4994,21157.7,94909.34,24.38,4.4858
CAMP-0543,2023-10-20,Meta Ads,Retargeting,18-24,Hyderabad,18231,382,8,2.0963,2.2301,4882.85,12395.77,12.78,2.5386
CAMP-0544,2023-04-12,Meta Ads,Lead Generation,45-54,Chennai,46972,841,28,1.7906,3.3426,12391.3,43308.01,14.73,3.495
CAMP-0545,2023-05-17,LinkedIn,Lead Generation,25-34,Mumbai,9363,308,22,3.2902,7.4606,16336.54,44518.05,53.04,2.7251
CAMP-0546,2023-04-08,YouTube,Conversion,35-44,Bangalore,41019,346,8,0.8445,2.5419,4393.1,7704.98,12.7,1.7539
CAMP-0547,2023-08-14,Email,Conversion,55+,Delhi,2367,568,41,24.0148,7.2344,3471.7,18983.16,6.11,5.468
CAMP-0548,2023-11-14,Google Search,Brand Awareness,18-24,Delhi,7419,554,40,7.475,7.2805,10139.38,53074.46,18.3,5.2345
CAMP-0549,2023-01-12,Google Search,Retargeting,45-54,Hyderabad,10437,504,34,4.836,6.921,11331.75,54484.92,22.48,4.8082
CAMP-0550,2023-03-14,Email,Conversion,55+,Pune,7694,1622,92,21.0838,5.7287,8917.8,62340.64,5.5,6.9906
CAMP-0551,2023-05-26,Google Search,Retargeting,25-34,Mumbai,8288,593,62,7.1568,10.5168,11366.55,58388.77,19.17,5.1369
CAMP-0552,2023-05-19,Google Search,Brand Awareness,45-54,Pune,10901,812,37,7.4571,4.5859,30111.42,154276.7,37.08,5.1235
CAMP-0553,2023-02-20,Meta Ads,Conversion,55+,Pune,35673,702,18,1.9693,2.6539,6357.49,13592.87,9.06,2.1381
CAMP-0554,2023-09-29,YouTube,Brand Awareness,18-24,Delhi,39983,333,4,0.8336,1.4294,2187.83,4419.79,6.57,2.0202
CAMP-0555,2023-09-14,Email,Retargeting,35-44,Delhi,4259,960,150,22.5546,15.6837,6981.18,53554.07,7.27,7.6712
CAMP-0556,2023-06-24,Google Search,Retargeting,25-34,Delhi,11436,757,53,6.6277,7.0707,19991.28,117978.82,26.41,5.9015
CAMP-0557,2023-10-21,LinkedIn,Lead Generation,45-54,Delhi,4251,139,5,3.2794,3.8246,7535.85,25609.37,54.21,3.3983
CAMP-0558,2023-10-05,Meta Ads,Lead Generation,25-34,Chennai,28258,770,29,2.7252,3.8051,12675.46,34102.94,16.46,2.6905
CAMP-0559,2023-10-17,Meta Ads,Conversion,25-34,Pune,25357,414,19,1.635,4.7736,8024.65,16059.4,19.38,2.0013
CAMP-0560,2023-06-13,Email,Lead Generation,18-24,Kolkata,5391,1320,116,24.4956,8.8268,8545.23,63790.96,6.47,7.4651
CAMP-0561,2023-03-09,Email,Lead Generation,25-34,Mumbai,3513,433,100,12.3406,23.2174,2468.83,16829.55,5.7,6.8168
CAMP-0562,2023-04-29,LinkedIn,Lead Generation,55+,Delhi,8630,179,4,2.0783,2.3225,10953.56,30321.35,61.19,2.7682
CAMP-0563,2023-07-18,LinkedIn,Conversion,35-44,Delhi,7025,240,9,3.4215,4.0207,9372.22,31089.32,39.05,3.3172
CAMP-0564,2023-12-10,Google Search,Retargeting,45-54,Delhi,8323,585,28,7.0311,4.7976,22461.82,133963.85,38.4,5.9641
CAMP-0565,2023-08-23,LinkedIn,Conversion,35-44,Kolkata,5021,164,11,3.2827,6.7153,8908.02,36956.32,54.32,4.1487
CAMP-0566,2023-10-20,Email,Conversion,55+,Pune,6864,1302,131,18.9701,10.0898,8104.53,41459.01,6.22,5.1155
CAMP-0567,2023-01-22,Google Search,Conversion,45-54,Kolkata,9025,548,34,6.0748,6.2803,18727.21,91655.69,34.17,4.8943
CAMP-0568,2023-08-14,LinkedIn,Brand Awareness,25-34,Bangalore,6260,291,23,4.6532,7.9231,12058.05,34160.13,41.44,2.833
CAMP-0569,2023-08-26,Email,Brand Awareness,55+,Delhi,7292,1303,138,17.8721,10.6585,3490.78,25609.04,2.68,7.3362
CAMP-0570,2023-06-15,LinkedIn,Lead Generation,45-54,Hyderabad,6693,138,5,2.0747,4.3333,9089.33,39007.68,65.86,4.2916
CAMP-0571,2023-12-21,YouTube,Brand Awareness,35-44,Bangalore,62505,879,25,1.4072,2.8523,10709.51,18048.91,12.18,1.6853
CAMP-0572,2023-09-26,Google Search,Conversion,35-44,Mumbai,11292,779,84,6.9075,10.8636,24511.7,95589.48,31.47,3.8997
CAMP-0573,2023-03-29,LinkedIn,Conversion,18-24,Kolkata,5745,212,9,3.6965,4.5105,7632.76,32344.87,36.0,4.2376
CAMP-0574,2023-06-08,Meta Ads,Brand Awareness,45-54,Bangalore,44245,697,15,1.5776,2.2879,13091.4,44939.34,18.78,3.4327
CAMP-0575,2023-09-12,Google Search,Retargeting,18-24,Hyderabad,13169,813,32,6.174,4.023,30422.02,124568.92,37.42,4.0947
CAMP-0576,2023-08-15,LinkedIn,Conversion,45-54,Hyderabad,3650,138,3,3.8036,2.7237,9009.57,27535.28,65.29,3.0562
